Age,Gender,UndergraduateMajor,Undergraduate GPA,Years of Work Experience,CurrentJobTitle,Annual Salary (Before MBA),HasManagementExperience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBAFundingSource,DesiredPostMBArole,Expected Post-MBA Salary,LocationPreference,ReasonforMBA,OnlineorOnCampus,DecidedToPursueMBA
32,0,4,3.03,1,1,58689,0,380,96,5.5,6.5,2,2,109717,1,2,0,0
25,0,2,2.5,0,1,67582,0,434,57,5.1,7.6,2,0,159602,0,2,0,1
30,1,3,3.21,9,0,98751,0,304,453,1.0,8.5,0,4,185935,1,1,0,1
21,0,4,3.47,1,0,48699,0,645,59,1.8,2.7,3,0,110560,0,0,1,1
25,1,2,3.95,1,1,56987,0,731,297,5.1,5.9,2,4,125346,0,2,1,1
26,1,3,2.76,6,0,93803,0,285,161,4.9,9.4,1,1,131032,0,0,0,1
27,0,3,2.13,0,4,85978,1,641,173,9.0,4.2,1,2,100497,0,2,1,0
32,1,1,3.98,2,4,67365,1,631,355,3.5,9.9,3,0,198073,0,0,0,1
29,1,0,3.25,4,0,46021,0,337,69,9.8,7.4,3,5,175443,1,2,1,1
23,0,4,3.89,6,0,113971,1,721,407,9.8,7.0,2,0,88378,0,3,0,0
22,2,3,2.21,5,5,67323,0,668,174,2.7,1.3,1,4,109593,0,0,1,0
34,0,4,2.68,7,5,70724,0,388,357,1.2,1.1,0,1,114379,0,3,0,1
23,0,3,2.27,0,4,41226,1,625,383,2.8,2.4,2,2,91780,1,0,0,1
32,1,1,3.67,6,4,104335,1,658,288,4.8,9.4,2,1,123495,0,1,0,0
29,1,0,3.76,8,5,73555,0,250,52,4.3,8.1,1,5,152416,1,2,0,0
32,1,2,3.0,6,5,117673,1,374,206,5.3,5.6,0,4,174503,1,3,1,0
27,1,2,2.37,5,5,72256,1,790,373,7.2,5.4,2,4,194629,0,2,1,1
29,1,1,2.25,8,0,69093,0,537,33,5.7,2.2,2,4,190524,1,0,1,1
33,0,3,3.18,3,1,57089,1,408,491,4.1,4.5,1,1,160164,1,2,0,0
22,1,1,3.01,9,4,106678,1,467,453,7.1,2.3,3,5,67381,1,1,1,1
25,1,0,3.39,5,3,97445,0,721,441,4.0,3.5,0,0,191999,1,0,1,0
33,0,2,2.61,5,5,89816,1,456,163,4.2,1.1,3,4,61000,0,2,1,0
24,0,4,2.8,9,0,63637,0,611,234,4.1,4.4,0,4,181366,0,0,1,1
22,2,2,2.04,2,4,111469,1,408,438,3.7,7.0,1,4,60127,1,0,1,0
29,1,0,3.22,6,5,98213,0,504,233,7.3,7.2,3,4,149751,0,0,0,0
29,1,3,2.85,0,0,85635,1,742,111,2.6,4.7,3,5,78781,0,2,1,1
26,1,1,3.84,7,4,62866,1,377,486,8.0,7.6,1,2,60712,0,3,0,1
31,1,2,3.28,7,4,77598,0,609,314,9.3,4.8,0,4,113889,0,1,1,1
26,1,2,2.8,7,3,108586,0,708,214,3.5,9.1,0,2,152745,0,1,0,1
28,1,4,2.53,8,3,52041,1,286,70,7.3,3.8,3,1,125802,0,3,1,1
26,0,1,3.81,3,4,67463,1,663,118,6.4,6.4,0,1,199254,1,3,1,1
21,1,4,2.03,5,0,115783,1,470,488,3.7,1.9,2,0,171949,1,2,0,0
24,1,4,2.65,6,5,111182,0,706,98,3.1,5.5,1,4,114838,0,2,0,0
33,1,3,3.89,1,5,45130,0,420,56,9.5,4.4,3,1,79351,1,1,0,1
27,1,2,3.31,5,4,100704,1,388,260,7.3,3.3,0,5,112231,0,2,0,0
33,0,1,3.07,7,5,112504,1,328,322,6.8,3.9,3,5,97809,1,0,0,0
33,0,3,2.41,3,3,76273,0,438,393,10.0,3.9,3,2,132644,1,3,1,1
22,0,3,3.67,4,5,118478,0,359,350,4.2,5.4,0,5,70776,0,0,1,1
29,0,3,2.41,7,1,116102,1,543,485,3.1,8.6,0,4,132195,1,2,1,0
28,0,0,2.5,2,3,73374,1,425,382,4.0,5.4,1,1,189090,0,2,1,0
28,2,0,2.38,5,3,45992,0,659,147,2.5,2.9,2,1,109002,1,0,1,0
27,0,3,2.32,0,4,85304,0,377,63,9.3,1.6,3,1,195467,1,2,1,0
24,0,0,3.91,3,4,72329,1,614,188,7.3,4.1,3,4,145975,1,0,0,0
22,1,1,3.2,5,5,82669,1,273,435,6.4,2.4,2,0,178993,0,2,1,0
23,1,2,3.28,2,5,66108,0,463,329,8.3,8.5,1,2,188506,0,3,0,0
32,0,1,3.91,0,4,116918,0,601,133,5.6,10.0,2,5,107120,1,0,0,0
26,1,2,2.46,5,0,37655,0,389,400,2.7,8.6,0,2,65048,1,3,1,0
32,1,0,2.01,2,5,53652,1,354,474,2.4,4.5,0,2,150446,0,3,1,0
32,0,1,3.2,7,0,74076,0,686,391,5.7,1.7,3,1,163327,1,0,1,1
25,0,4,3.02,6,3,104135,0,402,2,8.2,7.4,0,5,129033,0,0,0,1
32,1,3,2.96,6,1,113894,1,724,334,3.0,7.0,2,2,136021,1,3,1,0
28,1,2,2.12,7,0,98614,1,515,159,7.3,1.6,2,1,136487,1,2,0,0
26,1,2,2.91,6,5,63043,1,623,342,3.2,8.1,3,4,72948,1,2,1,0
26,0,4,2.58,4,4,36892,0,322,417,4.9,8.4,1,1,88266,1,0,1,1
21,0,4,2.55,9,4,45329,0,710,40,1.6,7.5,1,1,74659,0,2,1,0
24,1,3,2.44,7,1,73897,0,373,497,5.5,7.5,3,4,94466,0,2,0,0
25,0,0,2.67,7,1,52930,0,623,127,2.5,7.2,0,5,145075,1,2,0,1
32,0,1,2.71,7,3,75421,0,510,187,8.6,4.9,3,5,110696,1,1,1,1
31,1,1,2.62,9,0,118765,1,262,223,9.6,6.5,1,5,66638,1,1,0,0
23,0,1,3.96,5,1,59709,1,269,339,1.8,6.6,1,0,190057,0,3,1,1
33,1,0,3.87,1,3,75983,1,277,390,5.8,5.8,3,2,121357,1,2,1,1
29,1,3,3.15,7,3,60472,1,685,430,7.3,6.4,2,1,64669,1,3,1,0
21,0,1,3.96,9,3,98451,0,456,296,1.6,4.6,3,0,169825,1,0,1,0
26,1,2,3.98,0,5,108512,1,672,255,6.0,7.1,0,2,147441,0,1,1,1
26,0,2,2.71,8,1,34697,0,628,171,9.4,3.0,3,1,167443,0,1,0,0
30,1,2,2.89,8,4,41219,0,441,366,5.7,8.7,1,5,118489,0,1,1,1
25,0,4,3.92,5,3,117644,0,778,458,6.6,8.7,1,4,176196,1,2,1,1
32,0,4,3.22,9,4,45887,0,786,497,3.9,5.5,2,0,135265,0,1,0,1
25,1,0,2.43,5,5,96270,1,323,12,6.5,5.5,3,4,111106,1,2,0,1
30,0,1,3.38,5,0,54215,1,711,346,9.0,4.6,0,5,81200,1,1,0,1
34,1,4,2.41,3,5,87479,0,268,260,4.0,1.4,2,2,73071,1,3,0,1
33,0,2,2.68,0,5,113673,1,281,115,7.9,2.3,2,4,63741,1,2,0,1
25,0,4,2.46,0,1,80937,1,515,315,6.1,7.4,3,4,86375,1,2,0,1
26,1,2,2.49,0,3,77241,0,488,49,3.3,2.3,0,2,153966,1,1,1,1
28,0,1,2.01,4,5,76566,0,750,261,4.5,4.7,1,0,87660,0,3,1,1
22,0,0,3.76,6,3,31264,1,342,381,4.2,4.2,2,0,119150,0,0,0,1
26,1,3,2.59,0,4,85028,1,463,350,5.2,3.0,0,1,151849,0,2,1,1
21,1,3,2.17,0,0,99078,1,583,408,2.0,5.8,2,1,99130,0,0,0,1
24,1,2,2.17,5,0,43669,0,507,366,2.4,4.3,1,5,187623,1,1,0,0
34,2,4,3.11,1,4,71417,0,517,359,4.4,7.8,1,2,94746,0,3,1,0
30,0,4,3.99,1,1,118480,1,335,419,6.1,6.8,2,2,143078,0,2,0,0
23,1,2,2.29,6,4,68430,0,581,133,6.6,5.3,3,1,62077,1,3,1,1
29,0,1,2.2,8,4,99708,0,430,261,9.2,6.2,1,0,74861,0,2,1,1
23,1,2,2.88,7,1,41810,0,489,200,6.1,4.9,2,0,116655,0,3,1,1
26,0,1,3.13,1,1,89295,1,652,246,7.6,8.1,2,1,152567,0,0,1,0
21,2,0,2.59,6,5,89838,1,634,483,5.3,9.6,3,2,188530,0,3,0,0
32,1,0,2.61,4,3,52549,0,778,55,5.7,7.9,0,4,75762,0,3,1,0
26,2,2,2.85,9,0,90328,0,484,193,6.3,8.8,0,4,90839,1,0,1,1
24,1,0,2.63,3,1,107775,0,704,194,5.7,8.1,2,5,196851,1,3,1,0
28,1,4,3.83,9,1,38103,0,567,7,3.8,4.7,2,0,106903,1,0,1,0
33,1,1,2.08,3,5,33524,1,666,15,9.8,8.7,2,2,77035,0,0,0,0
31,0,3,2.47,3,5,48361,0,557,78,6.6,1.3,2,0,197773,0,2,0,0
29,0,3,3.62,8,3,88242,0,511,461,4.1,9.0,2,4,68027,1,0,0,1
24,0,0,3.67,6,1,30099,1,606,428,8.2,5.2,3,2,165894,1,1,0,1
30,0,1,2.22,6,1,90167,0,356,157,2.5,4.0,3,1,178522,0,2,1,1
32,1,4,3.95,3,5,105404,1,727,114,9.9,5.7,0,4,92908,1,0,0,1
30,1,3,3.39,8,4,34279,1,271,2,8.1,7.2,2,4,72311,1,1,0,0
26,1,4,2.55,7,3,63938,0,707,186,1.9,6.5,0,2,140730,1,3,0,1
21,2,4,2.91,9,1,83526,0,295,327,8.6,6.6,1,0,173392,0,1,0,0
24,1,3,2.59,3,0,114266,0,717,266,3.3,1.9,2,4,195634,0,2,1,1
27,0,3,2.3,5,0,48711,0,301,468,6.7,7.6,0,5,167670,0,1,1,1
32,0,0,2.58,3,5,83634,1,715,473,2.5,7.4,3,4,111698,1,2,0,0
21,0,1,3.16,0,0,30224,1,348,311,7.4,2.0,0,0,188700,0,2,0,1
28,0,2,3.65,4,5,83645,0,430,90,7.8,1.4,1,1,176328,1,0,1,0
32,1,1,2.73,9,4,42242,1,285,426,8.7,9.8,1,4,180796,1,0,1,1
30,1,2,2.7,2,5,64208,0,684,454,5.4,7.7,1,2,170628,1,3,1,1
32,1,3,2.94,0,1,116870,0,779,452,6.0,6.5,3,0,69335,1,1,1,1
31,1,4,3.29,1,0,87498,0,773,456,2.9,3.8,2,4,94116,1,0,0,1
26,1,1,3.5,1,1,59323,1,562,13,5.6,3.5,2,1,88139,0,0,1,1
25,0,4,2.65,7,0,55645,0,679,165,5.8,2.2,3,2,101014,1,1,0,1
30,1,1,3.17,3,0,78238,0,466,136,8.3,6.5,2,5,191816,1,1,1,0
31,0,1,2.78,2,5,59382,1,633,252,7.4,6.2,1,4,199531,0,0,0,0
34,0,4,3.43,3,3,99859,0,290,40,7.3,9.4,0,4,78854,0,3,0,1
29,0,0,2.33,9,0,38493,1,752,349,1.3,6.7,3,0,174722,1,0,1,0
22,0,3,2.51,0,0,82367,0,269,91,5.9,5.1,0,1,113109,1,3,1,1
25,0,0,2.85,0,3,93629,0,373,137,9.9,9.1,1,0,87966,0,0,1,0
26,0,0,3.78,4,1,35460,0,371,462,7.8,6.5,3,5,168078,0,1,0,1
27,1,1,3.15,6,0,34570,1,397,125,8.5,7.4,3,5,119841,1,2,0,0
25,1,3,3.93,8,5,36680,0,311,444,5.4,6.6,3,4,89976,0,2,0,1
29,0,1,2.21,6,3,60309,0,313,203,8.5,2.5,2,5,76004,1,3,1,0
21,0,2,2.92,4,3,47821,0,466,217,8.4,2.1,0,2,95967,1,3,1,0
27,1,1,2.84,2,0,75960,1,273,87,5.8,6.6,0,4,78876,0,3,1,1
30,0,4,3.2,7,1,93728,1,666,394,6.1,9.2,0,2,65228,1,0,1,1
27,1,1,3.62,6,1,51585,1,667,455,1.5,9.7,0,5,81232,0,3,1,1
24,1,2,3.68,3,4,73402,1,623,333,8.7,10.0,2,0,186576,0,1,0,0
29,0,1,3.34,0,4,74901,0,536,406,2.2,8.6,2,4,188657,1,2,0,1
34,0,2,3.28,2,5,78626,1,772,233,3.7,4.3,2,0,131392,0,2,0,1
32,0,3,3.9,7,0,119153,0,323,488,7.7,6.5,0,4,88089,0,0,1,0
31,0,1,2.77,1,1,108101,0,482,497,3.7,6.5,2,0,87819,0,1,1,0
25,0,2,3.67,8,4,111772,1,623,184,5.5,5.8,0,1,192657,1,0,0,0
24,1,3,3.84,3,0,65740,1,542,174,2.4,7.7,2,4,119841,1,1,1,1
33,0,4,2.98,6,0,75913,1,788,402,3.6,2.5,0,4,194192,1,0,1,1
27,1,0,3.46,9,1,115950,0,250,73,7.6,2.7,1,2,88099,0,1,1,0
24,1,2,2.75,6,0,102232,0,696,342,4.8,9.5,2,1,129263,1,1,1,1
23,0,4,2.32,7,3,110762,0,260,117,6.1,8.6,1,0,66118,1,1,0,0
29,0,3,3.17,6,4,99323,0,585,119,4.2,8.4,3,1,93790,0,2,1,1
31,0,4,2.39,3,5,44162,1,673,315,9.4,5.3,2,0,157891,1,3,1,1
28,0,1,2.92,6,4,71697,0,727,317,8.7,6.1,1,4,64619,0,3,1,1
21,1,0,3.75,4,0,76429,0,789,495,2.0,6.6,1,2,74692,1,1,1,0
27,0,2,2.17,9,3,47124,1,534,496,9.8,3.6,1,0,117294,0,2,1,0
29,1,3,2.06,6,4,93390,0,393,436,8.3,3.7,3,4,153082,0,0,1,1
28,0,0,3.21,2,1,89227,0,568,265,2.4,2.6,2,5,77796,1,0,1,1
28,0,3,2.66,9,3,78536,1,705,234,1.4,6.0,3,5,129910,1,3,1,1
33,1,4,2.84,6,4,96480,0,253,319,9.0,2.5,0,5,181918,1,1,1,1
26,1,3,2.81,6,0,72687,0,349,448,7.8,2.8,0,4,178641,0,2,1,1
31,0,3,2.17,1,1,70326,0,631,14,3.5,9.1,0,4,147505,1,3,0,1
24,0,4,2.01,7,0,32629,0,331,332,9.6,5.7,3,0,110642,1,0,0,0
28,1,4,3.8,6,0,92424,1,605,232,9.2,6.6,2,2,102750,1,2,0,0
23,0,0,2.44,8,1,64324,1,531,273,2.9,2.2,0,0,144333,0,3,0,1
33,0,2,2.85,3,3,58206,1,700,17,4.6,2.9,3,1,192018,1,3,0,1
29,1,4,3.94,8,4,94367,0,469,307,1.4,1.9,2,4,68532,0,0,0,1
33,0,0,3.65,0,3,36032,0,294,440,3.8,3.4,0,4,85224,1,1,1,1
22,1,3,2.22,4,1,116248,0,565,408,5.5,8.9,1,2,169673,1,3,0,1
22,1,3,3.02,9,4,51264,0,780,242,1.6,9.0,3,0,62394,0,3,0,1
32,1,1,3.46,6,1,84012,1,354,333,4.0,7.1,1,0,188160,1,1,0,1
33,1,4,3.4,3,5,93493,1,372,113,2.4,8.9,3,4,66585,0,2,1,1
32,1,0,3.52,6,5,46333,0,738,36,9.3,2.7,1,5,101680,0,0,0,1
27,1,0,2.91,8,3,40882,0,447,318,8.5,2.3,3,0,142448,0,1,1,1
32,1,2,2.35,4,1,52639,0,497,18,7.9,7.9,3,1,151658,1,3,1,1
30,0,0,2.93,4,4,97663,0,518,222,8.0,9.9,2,5,145990,1,2,1,1
24,0,4,3.3,1,3,48479,0,359,380,1.1,7.5,1,5,190095,1,0,0,0
30,1,0,3.22,4,5,78790,0,434,55,6.4,1.3,3,0,122396,0,1,1,0
28,1,1,2.14,7,5,62858,1,252,362,6.3,2.7,1,5,81623,1,3,1,1
29,0,3,2.13,3,5,89012,1,577,379,9.9,3.2,0,1,64856,1,3,0,0
27,1,3,3.93,1,3,54292,0,464,124,6.7,4.8,2,0,169875,1,0,1,1
25,0,0,2.3,7,4,34005,0,538,426,6.9,3.0,3,2,171708,1,2,0,1
28,1,0,2.59,3,5,56699,0,624,485,4.4,1.5,0,0,134299,1,2,1,1
24,1,0,3.54,4,3,54838,1,347,321,5.5,3.3,1,4,63306,0,1,1,0
22,2,0,2.82,6,3,59072,0,530,270,4.6,4.2,1,2,93066,0,2,1,1
31,0,1,2.36,4,0,64025,0,366,266,9.2,3.6,0,0,150105,0,0,0,1
32,1,4,2.93,9,0,67864,1,405,380,2.8,1.3,3,5,90440,0,0,0,1
26,0,1,3.14,3,4,62983,1,586,261,2.4,9.3,2,4,96074,0,2,1,0
29,0,1,2.91,6,5,52474,0,607,406,10.0,5.9,2,4,108954,0,2,0,1
21,0,1,3.84,3,0,84616,1,361,233,9.4,8.6,0,2,199668,1,1,1,1
31,1,3,2.57,9,4,88541,0,279,349,6.3,1.1,0,1,170508,1,3,1,1
30,0,1,3.32,3,0,68948,1,349,369,8.0,8.2,2,4,117066,1,1,1,0
32,0,0,2.22,1,5,80054,1,651,243,2.0,7.3,1,0,164866,0,2,1,1
27,1,1,2.78,4,3,39744,0,635,480,7.9,9.8,1,5,183553,0,2,0,1
30,1,0,3.48,7,5,49318,0,576,351,5.2,2.0,2,2,99676,0,2,1,0
29,1,4,2.45,3,0,72792,1,361,165,8.4,6.8,0,1,160308,0,3,0,1
30,1,3,3.18,1,5,65135,0,308,161,5.6,1.2,1,5,61602,1,2,1,1
29,0,4,2.31,8,3,45672,1,523,222,7.5,4.2,3,1,122755,1,3,0,0
30,2,4,2.21,5,1,77572,0,512,103,4.1,6.7,2,2,170462,0,0,1,0
31,1,3,3.05,2,3,97628,1,438,97,7.6,9.4,3,2,176965,0,0,0,1
33,0,0,3.35,9,0,45432,0,631,10,3.4,1.7,1,1,126797,1,2,0,0
23,0,0,2.23,4,3,66204,0,608,448,9.6,5.4,3,4,140638,0,2,0,1
31,0,0,3.84,5,4,108701,1,432,186,7.0,3.1,3,2,78562,0,2,0,1
33,0,3,2.45,8,5,88247,0,479,191,5.3,2.9,0,1,125874,0,0,1,1
25,1,1,2.24,4,1,42634,1,262,163,6.5,7.2,1,4,147247,1,3,1,0
28,1,2,2.41,8,1,69766,0,350,379,6.5,1.2,3,4,133376,1,1,0,1
28,1,1,2.34,0,5,43449,0,701,49,8.7,6.7,3,2,68519,1,0,1,1
24,1,1,2.18,9,5,111077,1,728,156,6.0,2.5,2,0,151435,0,2,1,0
32,0,4,3.6,3,4,100593,1,392,55,6.1,1.1,0,1,129025,0,3,0,0
31,1,2,2.99,0,3,32859,1,277,490,6.3,5.9,2,5,148740,0,1,0,0
31,0,0,2.78,1,1,37471,1,690,137,8.0,2.0,2,0,93276,1,1,1,1
21,2,1,3.9,1,0,56950,1,441,489,5.4,6.1,1,4,115562,1,2,0,1
21,0,3,2.74,9,5,61233,1,452,459,2.9,3.5,3,5,97745,0,2,1,0
24,2,1,2.33,4,5,77365,1,470,173,4.8,3.5,3,0,165494,1,1,0,1
26,0,0,2.55,0,1,113023,0,372,411,4.4,8.2,2,4,195918,0,3,0,0
28,0,1,2.48,9,5,59272,1,382,416,1.5,7.4,2,5,175528,1,0,0,0
26,0,4,3.0,2,1,44601,1,484,425,8.2,8.4,3,5,145091,1,1,1,0
32,1,4,2.58,5,0,110890,1,419,122,8.5,4.8,3,4,111932,0,0,1,1
29,1,1,3.03,0,0,92195,0,269,149,3.4,2.0,3,2,190698,0,2,0,0
29,0,4,3.34,0,1,71352,0,525,332,3.9,7.9,3,4,187997,1,1,1,1
34,1,3,3.55,2,5,46351,1,285,7,3.9,8.8,3,1,149761,1,2,1,1
22,1,2,3.42,8,4,44337,0,361,278,5.7,6.3,1,4,75018,1,1,1,0
30,1,1,2.41,1,4,48196,0,449,96,5.2,3.0,1,1,199065,0,3,0,0
21,1,3,2.23,5,3,93983,0,791,438,9.0,7.9,1,5,61716,0,3,1,1
22,0,3,3.08,2,4,38066,0,384,67,5.4,1.4,3,4,146612,1,0,0,1
25,0,3,2.4,5,5,102425,1,371,76,2.6,4.1,3,0,129821,1,2,0,1
24,1,0,2.17,6,4,35075,0,514,186,7.7,4.5,0,4,145849,0,2,1,0
24,1,1,3.05,6,3,33783,0,539,461,8.8,4.0,1,2,120735,0,1,1,0
29,2,1,2.65,1,0,85019,0,618,342,6.5,9.5,1,4,66328,0,1,1,1
31,1,1,3.51,2,1,101203,1,773,448,7.9,8.5,0,4,112682,0,3,1,0
28,0,2,2.63,3,4,40710,1,753,170,3.0,5.8,0,5,107168,0,1,0,1
26,1,3,3.96,7,1,109374,0,307,230,9.1,9.4,1,2,173725,0,3,1,1
21,0,1,3.52,4,1,108580,0,754,309,1.7,2.4,1,4,143469,1,3,1,1
22,2,4,2.12,0,0,33703,0,692,28,9.1,1.9,1,0,121415,1,0,0,0
26,0,0,3.02,8,3,90949,1,450,58,4.3,4.5,2,5,66402,1,3,0,1
31,1,2,3.13,0,5,35411,0,663,261,1.8,9.9,1,1,136201,1,1,1,1
22,1,0,3.39,1,5,93246,0,696,94,2.6,9.1,1,2,192785,1,3,1,0
33,0,3,3.0,6,5,53160,0,695,183,9.9,3.0,1,2,74977,1,0,0,1
30,0,4,2.97,2,3,74127,0,779,480,4.4,9.4,0,5,169130,1,1,0,1
25,1,3,2.74,5,3,119064,0,654,316,8.0,6.7,2,1,115939,1,2,0,1
34,1,1,2.54,7,3,44289,1,458,45,5.3,3.8,1,5,74727,0,0,1,0
25,0,0,3.89,4,4,52201,1,650,468,6.2,8.4,1,2,107928,0,0,1,1
26,1,4,2.64,0,1,91096,0,431,377,6.7,8.7,1,5,137154,0,3,0,1
26,1,0,2.13,9,3,96403,0,401,404,6.4,1.0,0,5,181795,1,0,0,1
34,0,2,2.33,2,3,69768,1,264,361,10.0,2.2,1,5,194893,0,1,0,0
26,0,4,3.71,1,4,101404,0,590,137,6.0,7.7,1,2,62124,1,3,0,0
34,1,2,3.17,5,1,101497,0,501,263,6.6,6.5,3,4,122864,1,1,1,0
22,1,4,3.56,4,5,83709,0,775,135,4.1,3.4,3,1,99442,1,1,1,0
34,1,1,3.62,6,0,103753,1,615,218,3.2,3.5,0,2,90794,1,3,0,0
30,1,0,3.65,1,3,88109,1,341,353,5.0,2.0,0,4,176213,1,0,1,0
34,0,0,3.1,5,3,58025,0,466,50,6.5,4.8,0,1,88302,0,3,1,0
33,0,3,2.35,4,0,98966,0,341,223,3.8,1.6,0,5,123741,0,2,1,0
34,0,4,2.3,5,3,73403,0,536,108,5.5,7.2,0,4,177207,0,0,1,0
23,0,4,3.15,4,3,42142,0,349,14,8.3,3.2,3,0,199583,1,0,0,0
34,1,2,2.73,6,3,34945,0,307,239,4.8,8.9,3,1,160611,1,0,1,0
26,1,4,3.12,4,0,105193,1,695,355,6.2,1.9,0,4,144868,1,0,0,1
33,0,0,3.0,6,4,84502,0,431,222,9.3,7.2,0,1,160100,0,2,1,1
28,0,4,3.2,0,4,56771,0,758,291,6.6,8.8,3,5,82687,0,1,0,0
32,1,3,2.06,8,0,63569,1,644,191,3.8,7.3,3,0,171977,1,3,1,0
33,1,3,2.07,5,4,63956,1,403,19,6.1,9.3,3,4,129046,1,0,1,1
31,1,0,3.44,8,5,87538,0,535,329,8.7,4.0,3,2,86257,0,3,0,1
32,1,0,2.39,0,5,87470,1,542,315,2.4,2.2,0,1,174149,0,1,0,1
21,1,0,3.3,1,0,67088,0,323,338,8.4,4.1,3,4,135613,1,2,0,1
21,1,4,3.09,6,1,90178,1,601,320,1.9,6.4,0,5,110080,1,3,1,0
31,0,4,3.96,3,3,49678,0,318,193,9.6,9.5,1,1,108877,0,1,1,0
33,0,1,3.67,9,1,65379,0,403,17,2.4,3.7,3,4,148873,1,0,1,0
22,0,2,2.83,0,3,67419,0,668,214,5.2,7.2,2,5,137024,0,2,1,0
31,1,4,3.23,4,4,39813,0,574,268,9.6,1.9,1,1,72848,0,2,1,0
32,1,1,2.23,3,4,77141,0,710,311,2.9,3.4,3,5,166301,0,1,0,1
32,1,1,2.77,5,5,75659,0,388,402,6.8,2.4,0,4,136989,1,0,1,0
26,0,3,3.47,6,1,66500,0,370,450,7.6,5.3,3,4,75356,0,2,1,1
29,0,4,3.25,2,0,111317,0,509,408,1.3,9.4,1,2,111052,1,0,0,1
24,0,1,2.97,5,3,85308,0,394,231,6.3,9.2,0,5,134513,0,3,1,0
23,0,3,2.35,1,4,89740,0,752,132,7.8,4.8,3,1,72859,0,3,1,1
32,1,2,3.61,9,3,65220,0,767,87,9.7,8.7,3,1,132695,1,2,1,0
28,1,3,2.55,3,0,96345,0,365,4,2.2,4.9,3,2,197370,0,3,0,0
31,2,2,3.64,9,3,50783,0,356,277,8.8,4.7,3,0,156455,1,1,1,1
30,1,0,3.22,8,5,74077,0,291,27,6.7,9.0,2,2,144997,1,2,0,0
34,1,0,2.75,6,0,46603,1,788,11,7.5,1.3,2,1,119510,0,1,0,0
29,1,3,2.08,1,0,103329,0,466,190,7.7,8.9,3,5,108486,1,1,1,1
32,0,0,2.46,5,3,71237,1,332,320,7.5,8.5,0,2,173323,0,0,1,1
31,1,4,3.78,3,3,115093,0,570,88,9.3,2.8,0,5,103782,0,0,0,0
25,1,3,3.64,7,4,117110,0,519,155,2.1,4.7,1,0,188966,0,1,1,0
29,1,1,3.15,7,3,113902,0,357,123,3.6,8.7,1,1,175202,1,0,0,1
22,0,4,2.93,0,0,65544,1,264,448,9.1,6.0,0,0,96313,0,2,1,1
23,0,3,3.29,7,3,53279,1,410,36,5.1,7.6,2,5,187066,1,1,0,1
27,0,2,2.93,9,4,113101,0,698,91,4.7,2.4,1,0,162447,1,0,1,0
27,2,0,3.29,6,1,48481,0,332,247,5.9,5.3,1,4,176480,1,2,0,0
26,0,0,2.61,0,5,37078,1,629,476,3.8,5.6,2,5,72752,0,0,1,0
26,1,0,3.68,2,0,56395,1,364,62,6.4,1.9,2,2,179135,1,3,0,1
22,1,3,3.4,4,4,111481,1,491,431,8.9,3.9,1,5,82824,0,0,1,0
30,0,4,2.66,2,5,81955,0,308,226,4.6,7.6,0,2,109911,0,0,0,1
26,1,2,3.66,2,3,77999,0,348,384,2.9,2.5,2,0,172375,0,1,0,0
24,1,0,2.97,0,3,73073,0,691,322,2.4,6.6,1,1,196356,1,1,0,1
32,0,4,2.35,7,1,81825,0,637,297,7.3,1.7,0,4,193723,1,0,0,1
23,1,1,2.16,8,3,57562,0,324,218,1.7,1.7,0,0,186183,1,1,0,1
33,0,1,3.4,4,5,111613,1,490,429,1.7,7.3,0,5,124866,0,1,0,1
31,0,2,3.73,0,4,44604,0,764,79,9.7,9.9,3,1,164289,1,0,1,1
33,1,0,3.61,0,1,117296,0,624,253,7.0,4.3,1,2,142999,0,0,1,1
22,1,1,3.31,8,5,38607,0,315,24,2.7,6.5,3,5,106920,1,1,1,0
21,2,4,2.28,0,4,65337,0,412,403,6.7,6.6,3,0,143829,1,1,0,1
31,1,4,2.19,8,5,89890,0,496,199,6.2,2.6,1,0,182485,0,0,1,0
31,1,1,2.69,2,3,103086,1,534,337,8.0,9.5,3,1,151042,0,2,1,1
25,1,0,3.71,2,5,86796,1,566,496,4.8,5.7,2,5,120148,0,2,0,0
22,1,2,3.92,3,1,65381,0,439,68,1.2,4.5,2,5,99580,1,3,0,0
22,1,0,2.48,4,5,48070,1,256,484,5.0,2.2,0,2,179629,0,2,0,1
27,0,3,3.52,5,0,112758,1,780,296,7.2,6.1,0,0,174447,1,3,1,0
28,1,1,3.15,5,3,36449,1,575,94,9.6,9.1,1,4,185842,0,0,1,1
33,0,3,2.06,9,5,81461,0,338,192,8.6,5.6,1,0,172424,1,3,0,0
30,1,1,3.09,8,4,42737,1,528,180,1.2,2.1,2,4,73258,0,1,0,1
28,0,2,3.61,0,3,116892,1,321,171,3.2,3.5,2,1,173604,0,0,0,0
34,1,0,2.55,8,4,110692,0,733,361,5.9,9.9,1,1,96527,1,2,1,1
24,0,0,3.79,3,1,83316,0,756,190,1.5,4.6,0,0,135270,0,1,0,1
34,0,1,2.47,6,0,88113,1,466,439,6.4,9.9,3,0,174485,1,0,0,1
21,1,4,2.15,5,5,55386,0,796,462,4.9,5.9,0,4,115886,1,1,1,1
31,0,3,2.32,8,3,104198,1,703,426,7.0,7.4,2,0,133795,0,2,1,1
